Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,,Triple,Features,Video,Single,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Colors,Models,Price,Dual,5G bands,Quad,Charging,128GB 6GB RAM,_1,_1_1,64GB 4GB RAM,64GB 3GB RAM,Build,Protection,Features_1,SAR,Performance,Display,Camera,Loudspeaker_1,Battery life,128GB 8GB RAM,Phonebook,Call records,Messaging,Games,Java,Single_1,128GB 4GB RAM,32GB 3GB RAM,Audio quality,Dual or Triple,64GB 6GB RAM,GPRS,EDGE,Stand-by,SAR EU,Talk time,Infrared port,32GB 4GB RAM,Stand-by_1,Talk time_1,Keyboard,Browser,Music play,Alert types,Languages,Clock,Alarm
b'lg',b'LG V40 ThinQ',b'https://fdn2.gsmarena.com/vv/bigpic/lg-v40-carmine-red.jpg',b'GSM / CDMA / HSPA / EVDO / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM only)',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - V405QA7',"b'1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 20, 25, 26, 28, 29, 30, 38, 39, 40, 41, 46, 66, 71 - V405QA7'","b'HSPA 42.2/5.76 Mbps, LTE-A (4CA) Cat16 1024/150 Mbps'","b'2018, October 03'","b'Available. Released 2018, October 16'",b'158.8 x 75.7 x 7.6 mm (6.25 x 2.98 x 0.30 in)',b'169 g (5.96 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'","b'P-OLED, HDR10'","b'6.4 inches, 100.5 cm2 (~83.6% screen-to-body ratio)'","b'1440 x 3120 pixels, 19.5:9 ratio (~537 ppi density)'","b'Android 8.1 (Oreo), upgradable to Android 10'",b'Qualcomm SDM845 Snapdragon 845 (10 nm)',b'Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver)',b'Adreno 630',b'microSDXC (uses shared SIM slot)',"b'64GB 6GB RAM, 128GB 6GB RAM'",b'CDMA 800 / 1900 - V405QA7',"b'12 MP, 27mm (standard), f/1.5, 1/2.55"", 1.4\xc2\xb5m, dual pixel PDAF, 3-axis OIS 12 MP, 52mm (telephoto), f/2.4, 1.0\xc2\xb5m, 2x optical zoom, PDAF, OIS 16 MP, 16mm (ultrawide), f/1.9, 1/3.1"", 1.0\xc2\xb5m, no AF'","b'LED flash, HDR, panorama'","b'4K@30/60fps, 1080p@30/60/240fps, 24-bit/192kHz stereo sound rec., HDR video, gyro-EIS'",,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'5.0, A2DP, LE, aptX HD'","b'Yes, with A-GPS, GLONASS, GALILEO'",b'Yes',b'FM radio (market/region dependent)',b'USB Type-C 2.0',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer'","b'Li-Po 3300 mAh, non-removable'","b'New Platinum Gray, Carmine Red, New Aurora Black, New Moroccan Blue'","b'V405, LM-V405, LM-V409N'",b'$\xe2\x80\x89215.99 / \xc2\xa3\xe2\x80\x89598.63',"b'8 MP, f/1.9, 26mm (standard), 1/3.2"", 1.4\xc2\xb5m 5 MP, 21mm (wide), f/2.2, 1.4\xc2\xb5m'",,,"b'Fast charging 18W, 50% in 36 min (advertised) Quick Charge 3.0 USB Power Delivery 2.0 Qi fast wireless charging 10W'",b'$\xe2\x80\x89399.99',b'CDMA2000 1xEV-DO - V405QA7',b'32-bit/192kHz audio 24-bit/48kHz audio recording Tuned with Meridian Audio',,,"b'Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame'",b'Corning Gorilla Glass 5',b'HDR',,b'AnTuTu: 254304 (v7) GeekBench: 8568 (v4.4) GFXBench: 16fps (ES 3.1 onscreen)',"b'Contrast ratio: 161500:1 (nominal), 4.256 (sunlight)'",b'Photo / Video',b'Voice 68dB / Noise 74dB / Ring 77dB',b'Endurance rating 64h',,,,,,,,,,b'Noise -93.3dB / Crosstalk -94.1dB',,b'$\xe2\x80\x89215.99',,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lg',b'LG Tribute Empire',b'https://fdn2.gsmarena.com/vv/bigpic/lg-tribute-empire.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 1700(AWS) / 1900 / 2100',"b'2, 4, 5, 12, 13, 25, 26, 41'","b'HSPA 42.2/5.76 Mbps, LTE-A (2CA), EV-DO Rev.A 3.1 Mbps'","b'2019, January'","b'Available. Released 2019, January'",b'144.8 x 71.8 x 8.1 mm (5.70 x 2.83 x 0.32 in)',b'140.1 g (4.94 oz)',b'Nano-SIM',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~66.3% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 8.1 (Oreo)',b'Mediatek MT6750 (28 nm)',b'Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Mali-T860MP2',b'microSDHC',b'16GB 2GB RAM',b'CDMA 800 / 1900',,"b'LED flash, HDR'",b'1080p@30fps',"b'8 MP, AF'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'No',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2500 mAh, removable'",b'White',b'LM-X220PM',b'About 70 EUR',,,,,,b'eMMC 5.1',,,,"b'Glass front, plastic back, plastic frame'",,,,,,,,,,,,,,,b'5 MP',,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lg',b'LG Candy',b'https://fdn2.gsmarena.com/vv/bigpic/lg-zone4.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'1, 3, 5, 40, 41'","b'HSPA 42.2/5.76 Mbps, LTE'","b'2018, August'","b'Available. Released 2018, September'",b'146.3 x 73.2 x 8.2 mm (5.76 x 2.88 x 0.32 in)',b'152 g (5.36 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~64.4% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 7.1.2 (Nougat)',,b'Quad-core 1.3 GHz Cortex-A53',,b'microSDHC',b'16GB 2GB RAM',,,"b'LED flash, HDR'",b'1080p@30fps',"b'8 MP, AF'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Ion 2500 mAh, removable'","b'Black, Gold, Blue, Silver'",,b'About 80 EUR',,,,,,,,,,"b'Glass front, plastic back, plastic frame'",,,,,,,,,,,,,,,b'5 MP',,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lg',b'LG G7 Fit',b'https://fdn2.gsmarena.com/vv/bigpic/lg-g7-fit.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 20, 25, 26, 28, 40, 41, 46, 48, 66 - USA'","b'HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat11 600/75 Mbps'","b'2018, August'","b'Available. Released 2018, November'",b'153.2 x 71.9 x 8 mm (6.03 x 2.83 x 0.31 in)',b'156 g (5.50 oz)',"b'Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)'","b'IPS LCD, HDR10'","b'6.1 inches, 91.3 cm2 (~82.9% screen-to-body ratio)'","b'1440 x 3120 pixels, 19.5:9 ratio (~563 ppi density)'",b'Android 8.1 (Oreo)',b'Qualcomm MSM8996 Snapdragon 821 (14 nm)',b'Quad-core (2x2.35 GHz Kryo & 2x1.6 GHz Kryo)',b'Adreno 530',b'microSDXC (uses shared SIM slot)',"b'32GB 4GB RAM, 64GB 4GB RAM'","b'1, 3, 5, 7, 8, 20, 28, 38, 40 - EU'",,"b'LED flash, HDR, panorama'","b'4K@24/30fps, 1080p@30fps'","b'16 MP, f/2.2, 28mm (wide), 1/3.1"",  1.0\xc2\xb5m, PDAF'",b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'Yes',b'FM radio',"b'USB Type-C 3.1, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Ion 3000 mAh, non-removable'","b'New Aurora Black, New Platinum Gray'","b'LM-Q850, LMQ850EM, LMQ850QM, LMQ850EMW'",b'About 200 EUR',,,,b'Fast charging 18W Quick Charge 3.0',,b'IP68 dust/water resistant (up to 1.5m for 30 mins) MIL-STD-810G compliant* *does not guarantee ruggedness or use in extreme conditions',b'32-bit/192kHz audio',,,"b'Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame'",b'Corning Gorilla Glass 5',b'HDR',,,,,,,,,,,,,"b'8 MP, f/1.9, 26mm (wide), 1/4"", 1.12\xc2\xb5m'",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lg',b'LG G7 One',b'https://fdn2.gsmarena.com/vv/bigpic/lg-g7-one.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 8, 20'","b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2018, August'","b'Available. Released 2018, October'",b'153.2 x 71.9 x 7.9 mm (6.03 x 2.83 x 0.31 in)',b'156 g (5.50 oz)',"b'Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)'","b'IPS LCD, HDR10'","b'6.1 inches, 91.3 cm2 (~82.9% screen-to-body ratio)'","b'1440 x 3120 pixels, 19.5:9 ratio (~563 ppi density)'","b'Android 8.1 (Oreo), upgradable to Android 10, Android One'",b'Qualcomm MSM8998 Snapdragon 835 (10 nm)',b'Octa-core (4x2.45 GHz Kryo & 4x1.9 GHz Kryo)',b'Adreno 540',b'microSDXC (uses shared SIM slot)',"b'32GB 4GB RAM, 64GB 4GB RAM'",b'IP68 dust/water resistant (up to 1.5m for 30 mins) MIL-STD-810G compliant* *does not guarantee ruggedness or use in extreme conditions',,"b'LED flash, HDR, panorama'",b'4K@30fps',"b'16 MP, f/1.6, 31mm (standard), 1/3.1"", 1.0\xc2\xb5m, PDAF, Laser AF, OIS'",b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'5.0, A2DP, LE, aptX HD'","b'Yes, with A-GPS, GLONASS, BDS'",b'Yes',b'FM radio',"b'USB Type-C 3.1, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer'","b'Li-Po 3000 mAh, non-removable'","b'New Aurora Black, New Moroccan Blue'","b'LMQ910UM, LM-Q910, LM-X510K, LM-Q927L'",b'About 350 EUR',,,,b'Fast charging 18W Quick Charge 3.0 Power delivery 21W WPC&PMA wireless charging - US version only',,b'Dolby Vision Always-on display',b'32-bit/192kHz audio',,,,,,,,,,,,,,,,,,"b'8 MP, f/1.9, 26mm (wide)'",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lg',b'LG Q8 (2018)',b'https://fdn2.gsmarena.com/vv/bigpic/lg-q8-2018-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 8, 20'","b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2018, August'","b'Available. Released 2018, August'",b'160.1 x 77.7 x 8.4 mm (6.30 x 3.06 x 0.33 in)',b'172 g (6.07 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.2 inches, 99.7 cm2 (~80.2% screen-to-body ratio)'","b'1080 x 2160 pixels, 18:9 ratio (~389 ppi density)'",b'Android 8.1 (Oreo)',b'Qualcomm SDM450 Snapdragon 450 (14 nm)',b'Octa-core 1.6 GHz Cortex-A53',b'Adreno 506',b'microSDXC (dedicated slot)',b'64GB 4GB RAM',b'IP68 dust/water resistant (up to 1.5m for 30 mins) MIL-STD-810G compliant* *does not guarantee ruggedness or use in extreme conditions',,"b'LED flash, panorama, HDR'",b'1080p@30fps',"b'16 MP, PDAF'",b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'Yes',b'Stereo FM radio with RDS',b'USB Type-C 2.0',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 3300 mAh, non-removable'","b'Aurora Black, Moroccan Blue'","b'LGM-X800L, LM-Q815S, LM-Q815K, LM-Q815L'",b'About 300 EUR',,,,b'Fast charging 18W Quick Charge 3.0',,b'eMMC 5.1',b'32-bit/192kHz audio',,,,,,,,,,,,,,,,,,"b'5 MP, 18mm (ultrawide)'",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lg',b'LG K11 Plus',b'https://fdn2.gsmarena.com/vv/bigpic/lg-k11-plus.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 2100 - LMX410YC',"b'1, 3, 5, 7, 8, 28, 38, 40 - LMX410YC'","b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2018, July'","b'Available. Released 2018, July'",b'148.7 x 75.3 x 8.7 mm (5.85 x 2.96 x 0.34 in)',b'162 g (5.71 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.3 inches, 77.4 cm2 (~69.2% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~277 ppi density)'","b'Android 7.1.2 (Nougat), upgradable to Android 8.1 (Oreo)'",b'Mediatek MT6750 (28 nm)',b'Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Mali-T860MP2',b'microSDXC (dedicated slot)',"b'16GB 2GB RAM, 32GB 2GB RAM, 32GB 3GB RAM'",b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - LMX410HC',,"b'LED flash, HDR'",b'1080p@30fps',"b'13 MP, f2.2, 26mm (wide), 1/3.1"", PDAF - LG K11+ 8 MP, f/2.2, 26mm (wide), 1/4.0"", PDAF - LG K11\xce\xb1'",b'720p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'Yes (market dependent)',"b'FM radio, RDS, recording'",b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Ion 3000 mAh, non-removable'","b'Moroccan Blue, Terra Gold, Black'","b'LMX410, LMX410FC, LMX410YC, LMX410HC, LMX410EO, LMX410ZCW, LMX410BCW, LM-X410S'",b'About 140 EUR',,,,,,"b'2, 4, 5, 7, 17, 28, 66 - LMX410HC'",b'eMMC 5.1',,,"b'Glass front, aluminum back, plastic frame'",,,,,,,,,,,,,,,"b'5 MP, f/2.2, 18mm, 1/5"", 1.12\xc2\xb5m'",,,,,,,,,b'0.81 W/kg (head)',,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lg',b'LG Q Stylo 4',b'https://fdn2.gsmarena.com/vv/bigpic/lg-stylo-4-q710ms.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 12, 13, 20, 38, 41, 66, 71'","b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2018, June'","b'Available. Released 2018, June'",b'160 x 77.7 x 8.1 mm (6.30 x 3.06 x 0.32 in)',b'172 g (6.07 oz)',b'Nano-SIM',b'IPS LCD',"b'6.2 inches, 99.2 cm2 (~79.8% screen-to-body ratio)'","b'1080 x 2160 pixels, 18:9 ratio (~390 ppi density)'","b'Android 8.1 (Oreo), LG UX 7'",b'Qualcomm SDM450 Snapdragon 450 (14 nm)',b'Octa-core 1.8 GHz Cortex-A53',b'Adreno 506',b'microSDXC (dedicated slot)',b'32GB 2GB RAM',b'Stylus',,"b'LED flash, panorama, HDR'",b'1080p@30fps',"b'13 MP, f/2.4, PDAF'",b'720p',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'Yes',b'No',b'USB Type-C 2.0',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Ion 3300 mAh, non-removable'",b'Aurora Black',"b'LM-Q710(FGN), LM-Q710.FGN, Q710AL, LML713DL, Q710PL'",b'About 250 EUR',,,,b'Charging 10W',,b'eMMC 5.1',,,,,,,b'1.12 W/kg (head) \xc2\xa0 \xc2\xa0 1.22 W/kg (body)',,b'240 USD',,,,,,,,,,b'5 MP',,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lg',b'LG Q Stylus',b'https://fdn2.gsmarena.com/vv/bigpic/lg-q-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 8, 28, 38, 39, 40, 41'","b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2018, June'","b'Available. Released 2018, August'",b'160.1 x 77.7 x 8.1 mm (6.30 x 3.06 x 0.32 in)',b'171 g (6.03 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.2 inches, 99.7 cm2 (~80.2% screen-to-body ratio)'","b'1080 x 2160 pixels, 18:9 ratio (~389 ppi density)'",b'Android 8.1 (Oreo)',b'Mediatek MT6750 - Q Stylus/Q Stylus \xce\xb1',b'Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53) - Q Stylus/Q Stylus \xce\xb1Octa-core 1.8 GHz',b'Mali-T860MP2 - Q Stylus/Q Stylus \xce\xb1',b'microSDXC (dedicated slot)',"b'32GB 3GB RAM, 64GB 4GB RAM'",b'Stylus IP68 dust/water resistant (up to 1.5m for 30 mins) MIL-STD-810G compliant* *does not guarantee ruggedness or use in extreme conditions',,"b'LED flash, panorama, HDR'",b'1080p@30fps',"b'13 MP, PDAF (Q Stylus \xce\xb1) 16 MP, PDAF (Q Stylus/ Q Stylus+)'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS, GALILEO'",b'Yes',b'FM radio',b'USB Type-C 2.0',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Ion 3300 mAh, non-removable'","b'Aurora Black, Moroccan Blue, Lavender Violet'","b'Q710, LM-Q710.FG'",b'About 300 EUR',,,,b'Charging 10W',,b'eMMC 5.1',,,,"b'Glass front, plastic back, aluminum frame'",,,,,,,,,,,,,,,b'8 MP or 5 MP - Q Stylus/Q Stylus+ 5 MP - Q Stylus \xce\xb1',,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lg',b'LG V35 ThinQ',b'https://fdn2.gsmarena.com/vv/bigpic/lg-v35-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 20, 25, 26, 28, 29, 30, 38, 39, 40, 41, 66'","b'HSPA 42.2/5.76 Mbps, LTE-A (4CA) Cat16 1024/150 Mbps'","b'2018, May'","b'Available. Released 2018, June'",b'151.7 x 75.4 x 7.3 mm (5.97 x 2.97 x 0.29 in)',b'157 g (5.54 oz)',b'Nano-SIM',"b'P-OLED, HDR10'","b'6.0 inches, 92.6 cm2 (~80.9% screen-to-body ratio)'","b'1440 x 2880 pixels, 18:9 ratio (~538 ppi density)'","b'Android 8.0 (Oreo), upgradable to Android 9.0 (Pie)'",b'Qualcomm SDM845 Snapdragon 845 (10 nm)',b'Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver)',b'Adreno 630',b'microSDXC (dedicated slot)',"b'64GB 6GB RAM, 128GB 6GB RAM'",b'IP68 dust/water resistant (up to 1.5m for 30 mins) MIL-STD-810G compliant* *does not guarantee ruggedness or use in extreme conditions',,"b'LED flash, HDR, panorama'","b'4K@30fps, 1080p@30/60fps, 720p@240fps, 24-bit/192kHz stereo sound rec., HDR10 video'","b'8 MP, f/1.9, 26mm (wide)'",b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'5.0, A2DP, LE, aptX HD'","b'Yes, with A-GPS, GLONASS, GALILEO'",b'Yes',b'Stereo FM radio with RDS',b'USB Type-C 3.1',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer, color spectrum'","b'Li-Po 3300 mAh, non-removable'","b'New Aurora Black, New Platinum Gray'","b'LM-V350, LM-V350N'",b'About 350 EUR',"b'16 MP, f/1.6, 30mm (standard), 1/3.1"", 1.0\xc2\xb5m, PDAF, Laser AF, 3-axis OIS 16 MP, f/1.9, 16mm (ultrawide), 1/3.1"", 1.0\xc2\xb5m, PDAF, Laser AF'",,,"b'Fast charging 18W, 50% in 36 min (advertised) Quick Charge 3.0 USB Power Delivery 2.0 Wireless charging 10W'",,b'Always-on display',b'32-bit/192kHz audio B&O Play certified 24-bit/48kHz audio recording',,,"b'Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame'",b'Corning Gorilla Glass 5',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lg',b'LG Q7',b'https://fdn2.gsmarena.com/vv/bigpic/lg-q7-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 8, 28, 38, 40, 41'","b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2018, May'","b'Available. Released 2018, June'",b'143.8 x 69.3 x 8.4 mm (5.66 x 2.73 x 0.33 in)',b'145 g (5.11 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 77.0 cm2 (~77.3% screen-to-body ratio)'","b'1080 x 2160 pixels, 18:9 ratio (~442 ppi density)'",b'Android 8.1 (Oreo)',"b'Mediatek MT6750S (28 nm) - Q7, Q7\xce\xb1Qualcomm SDM450 Snapdragon 450 (14 nm) - Q7+'","b'Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53) - Q7, Q7\xce\xb1Octa-core 1.8 GHz Cortex-A53 - Q7+'","b'Mali-T860MP2 - Q7, Q7\xce\xb1Adreno 506 - Q7+'",b'microSDXC (dedicated slot)',"b'32GB 3GB RAM, 64GB 4GB RAM'",b'IP68 dust/water resistant (up to 1.5m for 30 mins) MIL-STD-810G compliant* *does not guarantee ruggedness or use in extreme conditions',,"b'LED flash, panorama, HDR'",b'1080p@30fps (gyro-EIS)',"b'13 MP, f/2.2, 1/3.1"", 1.12\xc2\xb5m, PDAF (Q7, Q7\xce\xb1) 16 MP, PDAF (Q7+)'",b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'Yes',b'Stereo FM radio with RDS',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 3000 mAh, non-removable'","b'Aurora Black, Moroccan Blue, Lavender Violet'","b'LM-Q610, LM-Q610.FG, LM-Q610.FGN, LM-Q610(FGN), LM-Q610.YN, LM-Q725L'",b'About 150 EUR',,,,b'Fast charging 15W Pump Express+',,b'eMMC 5.1',,,,,,,,,,,,,,,,,,,"b'5 MP (Q7\xce\xb1) 8 MP, f/1.9, 1/4"", 1.12\xc2\xb5m (Q7, Q7+)'",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
