Brand,Model Name,Model Image,Technology,2G bands,3G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Stand-by,Talk time,Colors,,_1,GPRS,EDGE,Phonebook,Call records,Messaging,Games,Java,Keyboard,_1_1,Price,4G bands,Quad,Charging,Models,64GB 4GB RAM,128GB 4GB RAM,Build,Features_1,4GB 512MB RAM,5G bands,Protection,Dual,SAR,SAR EU,128MB 64MB RAM,Triple,32GB 3GB RAM,64GB 3GB RAM,32GB 2GB RAM,16GB 2GB RAM,128GB 8GB RAM,64GB 6GB RAM,64GB 8GB RAM,16GB 1GB RAM,16MB 8MB RAM,Performance,Display,Camera,Loudspeaker_1,Audio quality,Battery life,128GB 6GB RAM,4GB 512MB,Five,8GB 1GB RAM,Music play,Stand-by_1,Talk time_1,16GB 3GB RAM,Browser,Infrared port,Alert types,Languages,Clock,Alarm,256GB 12GB RAM,256GB 8GB RAM,512GB 12GB RAM,256GB 6GB RAM,Dual_1
b'oppo',b'Oppo A12e',b'https://fdn2.gsmarena.com/vv/bigpic/oppo-a12e.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2020, April 03'","b'Available. Released 2020, April 16'",b'156.2 x 75.6 x 8.2 mm (6.15 x 2.98 x 0.32 in)',b'168 g (5.93 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.2 inches, 95.9 cm2 (~81.2% screen-to-body ratio)'","b'720 x 1520 pixels, 19:9 ratio (~271 ppi density)'","b'Android 8.1 (Oreo), ColorOS 5.1'",b'Qualcomm SDM450 Snapdragon 450 (14 nm)',b'Octa-core 1.8 GHz Cortex-A53',b'Adreno 506',b'microSDXC (dedicated slot)',b'64GB 3GB RAM',"b'8 MP, f/2.2'","b'LED flash, HDR, panorama'",b'1080p@30fps',,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity, compass'","b'Li-Ion 4230 mAh, non-removable'",,,"b'Red, Dark Purple'",b'eMMC 5.1',,,,,,,,,,,b'About 120 EUR',"b'1, 3, 5, 7, 8, 38, 40, 41'",,,b'CPH1853',,,"b'Glass front, plastic back, plastic frame'",,,,,"b'13 MP, f/2.2, AF 2 MP, f/2.4, (depth)'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'oppo',b'Oppo Reno3',b'https://fdn2.gsmarena.com/vv/bigpic/oppo-reno3-lte-r.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2020, March 17'","b'Available. Released 2020, March 17'",b'160.2 x 73.3 x 7.9 mm (6.31 x 2.89 x 0.31 in)',b'170 g (6.00 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'AMOLED',"b'6.4 inches, 98.9 cm2 (~84.2% screen-to-body ratio)'","b'1080 x 2400 pixels, 20:9 ratio (~411 ppi density)'","b'Android 10, ColorOS 7'",b'Mediatek MT6779 Helio P90 (12 nm)',b'Octa-core (2x2.2 GHz Cortex-A75 & 6x2.0 GHz Cortex-A55)',b'PowerVR GM9446',b'microSDXC (uses shared SIM slot)',b'128GB 8GB RAM',"b'44 MP, f/2.4, 26mm (wide), 1/2.8"", 0.8\xc2\xb5m'","b'LED flash, HDR, panorama'","b'4K@30fps, 1080p@30/60fps; gyro-EIS'",,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, GALILEO, BDS'",b'Yes (market/region dependent)',b'FM radio',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (under display, optical), accelerometer, gyro, proximity, compass'","b'Li-Po 4025 mAh, non-removable'",,,"b'Midnight Black, Aurora Blue, Sky White'","b'1, 3, 5, 7, 8, 38, 40, 41 - APAC'",b'UFS 2.1',,,,,,,,,b'24-bit/192kHz audio',b'About 440 EUR',"b'1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - International'","b'48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF 13 MP, f/2.4, 52mm (telephoto), 1/3.4"", 1.0\xc2\xb5m, 2x optical zoom, PDAF 8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12\xc2\xb5m 2 MP B/W, f/2.4'","b'Fast charging 30W, 50% in 30 min, 100% in 73 min (advertised) VOOC 3.0'",b'CPH2043',,,,b'HDR',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'oppo',b'Oppo Find X2 Pro',b'https://fdn2.gsmarena.com/vv/bigpic/oppo-find-x2-pro.jpg',b'GSM / HSPA / LTE / 5G',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A, 5G'","b'2020, March 06'","b'Available. Released 2020, March 06'",b'165.2 x 74.4 x 8.8 mm (Ceramic) / 9.5mm (Leather)',b'217 g (Ceramic) / 200 g (Leather) (7.05 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'","b'AMOLED, 1B colors, 120Hz, HDR10+, 800 nits (typ), 1200 nits (peak)'","b'6.7 inches, 111.7 cm2 (~90.9% screen-to-body ratio)'",b'1440 x 3168 pixels (~513 ppi density)',"b'Android 10, ColorOS 7.1'",b'Qualcomm SM8250 Snapdragon 865 (7 nm+)',b'Octa-core (1x2.84 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.8 GHz Kryo 585)',b'Adreno 650',b'No',"b'256GB 12GB RAM, 512GB 12GB RAM'","b'32 MP, f/2.4, (wide), 1/2.8"", 0.8\xc2\xb5m'","b'Dual-LED dual-tone flash, HDR, panorama'","b'4K@30/60fps, 1080p@30/60fps; gyro-EIS; HDR'",,b'1080p@30fps',"b'Yes, with stereo speakers'",b'No',"b'Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot'","b'5.1, A2DP, LE'","b'Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO'",b'Yes',b'No',"b'USB Type-C 3.1, USB On-The-Go'","b'Fingerprint (under display, optical), accelerometer, gyro, proximity, compass'","b'Li-Po 4260 mAh, non-removable'",,,"b'Black, Orange, Gray, Green, Lamborghini Edition'",b'IP68 dust/water resistant (up to 1.5m for 30 mins)',b'UFS 3.0',,,,,,,,,,b'$\xe2\x80\x89920.00 / \xe2\x82\xac\xe2\x80\x89899.00 / \xc2\xa3\xe2\x80\x89797.99',"b'1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 29, 32, 34, 38, 39, 40, 41, 42, 66'",,"b'Fast charging 65W, 100% in 38 min (advertised) SuperVOOC 2.0 USB Power Delivery'","b'CPH2025, PDEM30'",,,"b'Glass front (Gorilla Glass 6), ceramic back or leather back, aluminum frame'",b'HDR',,"b'1, 3, 5, 7, 28, 40, 41, 77, 78, 79 SA/NSA'",b'Corning Gorilla Glass 6',,,,,"b'48 MP, f/1.7, 25mm (wide), 1/1.43"", 1.12\xc2\xb5m, omnidirectional PDAF, Laser AF, OIS 13 MP, f/3.0, 129mm (periscope telephoto), 1/3.4"", 1.0\xc2\xb5m, 5x optical zoom, PDAF, OIS 48 MP, f/2.2, 17mm (ultrawide), 1/2.0"", 0.8\xc2\xb5m, AF'",,,,,,,,,,"b'AnTuTu: 593717 (v8) GeekBench: 13245 (v4.4), 3269 (v5.1) GFXBench: 25fps (ES 3.1 onscreen)'",b'Contrast ratio: Infinite (nominal)',b'Photo / Video',b'-25.2 LUFS (Very good)',,b'Endurance rating 88h',,,,,,,,,,,,,,,b'$\xe2\x80\x89920.00',,"b'$\xe2\x80\x891,579.00'",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'oppo',b'Oppo Find X2',b'https://fdn2.gsmarena.com/vv/bigpic/oppo-find-x2.jpg',b'GSM / HSPA / LTE / 5G',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A, 5G'","b'2020, March 06'","b'Available. Released 2020, March 06'",b'164.9 x 74.5 x 8 mm (6.49 x 2.93 x 0.31 in)',b'209 g (Ceramic) / 192 g (Glass) (6.77 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'","b'AMOLED, 1B colors, 120Hz, HDR10+, 800 nits (typ)'","b'6.7 inches, 111.7 cm2 (~90.9% screen-to-body ratio)'",b'1440 x 3168 pixels (~513 ppi density)',"b'Android 10, ColorOS 7.1'",b'Qualcomm SM8250 Snapdragon 865 (7 nm+)',b'Octa-core (1x2.84 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.8 GHz Kryo 585)',b'Adreno 650',b'No',"b'128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM'","b'32 MP, f/2.4, (wide), 1/2.8"", 0.8\xc2\xb5m'","b'Dual-LED dual-tone flash, HDR, panorama'","b'4K@30/60fps, 1080p@30/60fps; gyro-EIS; HDR'",,b'1080p@30fps',"b'Yes, with stereo speakers'",b'No',"b'Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot'","b'5.1, A2DP, LE'","b'Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO'",b'Yes',b'No',"b'USB Type-C 3.1, USB On-The-Go'","b'Fingerprint (under display, optical), accelerometer, gyro, proximity, compass'","b'Li-Po 4200 mAh, non-removable'",,,"b'Black, Ocean'",b'IP54 splash proof',b'UFS 3.0',,,,,,,,,,"b'$\xe2\x80\x89699.99 / \xe2\x82\xb9\xe2\x80\x8964,990'","b'1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 29, 32, 34, 38, 39, 40, 41, 42, 66'",,"b'Fast charging 65W, 100% in 38 min (advertised)  SuperVOOC 2.0 USB Power Delivery'",b'CPH2023',,,"b'Glass front (Gorilla Glass 6), ceramic back or glass back (Gorilla Glass 5), aluminum frame'",b'HDR',,"b'1, 3, 5, 7, 28, 41, 77, 78 SA/NSA'",b'Corning Gorilla Glass 6',,,,,"b'48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF, Laser AF, OIS 13 MP, f/2.4, 52mm (telephoto), 2x optical zoom, PDAF, OIS 12 MP, f/2.2, 16mm (ultrawide), 1/2.4"", AF'",,,,,b'$\xe2\x80\x89699.99',,,,,,,b'Photo / Video',b'-25.0 LUFS (Very good)',,,,,,,,,,,,,,,,,"b'\xe2\x82\xb9\xe2\x80\x8964,990'",b'$\xe2\x80\x89765.00',,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'oppo',b'Oppo Reno3 Pro',b'https://fdn2.gsmarena.com/vv/bigpic/oppo-reno3-pro-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - Version 1',"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2020, March 02'","b'Available. Released 2020, March 06'",b'158.8 x 73.4 x 8.1 mm (6.25 x 2.89 x 0.32 in)',b'175 g (6.17 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'","b'Super AMOLED, 500 nits (typ)'","b'6.4 inches, 101.8 cm2 (~87.4% screen-to-body ratio)'","b'1080 x 2400 pixels, 20:9 ratio (~405 ppi density)'","b'Android 10, ColorOS 7'",b'Mediatek MT6779V Helio P95 (12 nm)',b'Octa-core (2x2.2 GHz Cortex-A75 & 6x2.0 GHz Cortex-A55)',b'PowerVR GM9446',b'microSDXC (dedicated slot)',"b'128GB 8GB RAM, 256GB 8GB RAM'",,"b'Dual-LED flash, HDR, panorama'","b'4K@30fps, 1080p@30fps; gyro-EIS'",,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, GALILEO, BDS'",b'No',b'FM radio',"b'USB Type-C, USB On-The-Go'","b'Fingerprint (under display, optical), accelerometer, gyro, proximity, compass'","b'Li-Po 4025 mAh, non-removable'",,,"b'Auroral Blue, Midnight Black, Sky White'","b'HSDPA 850 / 900 / 2100 - Version 2, Version 3'","b'1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - Version 2'",,,,,,,,,b'UFS 2.1',"b'\xe2\x82\xb9\xe2\x80\x8927,990'","b'1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28, 38, 39, 40, 41 - Version 1'","b'64 MP, f/1.7, 27mm (wide), 1/1.72"", 0.8\xc2\xb5m, PDAF 13 MP, f/2.4, 52mm (telephoto), 1/3.4"", 1.0\xc2\xb5m, PDAF, 2x optical zoom 8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12\xc2\xb5m, AF 2 MP B/W, f/2.4, (depth)'","b'Fast charging 30W, 50% in 20 min (advertised) VOOC 4.0'","b'CPH2035, CPH2037, CPH2036'",,,"b'Glass front (Gorilla Glass 5), plastic back, plastic frame'",b'HDR',,,b'Corning Gorilla Glass 5',"b'44 MP, f/2.4, 26mm (wide), 1/2.65"", 0.7\xc2\xb5m 2 MP, f/2.4, (depth)'",b'1.18 W/kg (head) \xc2\xa0 \xc2\xa0 1.07 W/kg (body)',,,,,,,,,,,,,"b'AnTuTu: 165224 (v7), 227810 (v8) GeekBench: 7028 (v4.4), 1517 (v5.1) GFXBench: 7.4fps (ES 3.1 onscreen)'",b'Contrast ratio: Infinite (nominal)',b'Photo / Video',b'-27.4 LUFS (Good)',,b'Endurance rating 104h',,,,,,,,,,,,,,,,"b'\xe2\x82\xb9\xe2\x80\x8927,990'",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'oppo',b'Oppo A31',b'https://fdn2.gsmarena.com/vv/bigpic/oppo-a31-01.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 2100 - International',"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2020, February 13'","b'Available. Released 2020, February 14'",b'163.9 x 75.5 x 8.3 mm (6.45 x 2.97 x 0.33 in)',b'180 g (6.35 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'","b'IPS LCD, 480 nits (typ)'","b'6.5 inches, 102.0 cm2 (~82.4% screen-to-body ratio)'","b'720 x 1600 pixels, 20:9 ratio (~270 ppi density)'","b'Android 9.0 (Pie), ColorOS 6.1'",b'Mediatek MT6765V/CB Helio P35 (12nm)',b'Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53)',b'PowerVR GE8320',b'microSDXC (dedicated slot)',"b'64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM'","b'8 MP, f/2.0, (wide), 1/4.0"", 1.12\xc2\xb5m'","b'LED flash, HDR, panorama'",b'1080p@30fps',,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 4230 mAh, non-removable'",,,"b'Fantasy White, Mystery Black, Lake Green'",b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - USA',"b'1, 2, 3, 4, 5, 7, 8, 28, 38, 41, 66 - USA'",,,,,,,,,b'eMMC 5.1',"b'$\xe2\x80\x89355.00 / \xe2\x82\xb9\xe2\x80\x8910,990'","b'1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - International'",,,"b'CPH2015, CPH2073, CPH2081, CPH2029, CPH2031'",b'$\xe2\x80\x89359.00',b'$\xe2\x80\x89355.00',"b'Glass front (Gorilla Glass 3), plastic back, plastic frame'",b'HDR',,,b'Corning Gorilla Glass 3',,,,,"b'12 MP, f/1.8, (wide), 1/2.86"", 1.25\xc2\xb5m, PDAF 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)'",,,,,,,,,,,,,,,,"b'\xe2\x82\xb9\xe2\x80\x8911,990'",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'oppo',b'Oppo F15',b'https://fdn2.gsmarena.com/vv/bigpic/oppo-f15-cph2001.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 2100',"b'HSPA 42.2/11.5 Mbps, LTE-A'","b'2020, January 16'","b'Available. Released 2020, January'",b'160.2 x 73.3 x 7.9 mm (6.31 x 2.89 x 0.31 in)',b'172 g (6.07 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'","b'AMOLED, 430 nits (typ)'","b'6.4 inches, 100.4 cm2 (~85.5% screen-to-body ratio)'","b'1080 x 2400 pixels, 20:9 ratio (~408 ppi density)'","b'Android 9.0 (Pie), ColorOS 6.1'",b'Mediatek MT6771V Helio P70 (12nm)',b'Octa-core (4x2.1 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53)',b'Mali-G72 MP3',b'microSDXC (dedicated slot)',"b'128GB 4GB RAM, 128GB 8GB RAM'","b'16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m'","b'LED flash, HDR, panorama'","b'1080p@30fps, gyro-EIS'",,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'FM radio',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (under display, optical), accelerometer, gyro, proximity, compass'","b'Li-Po 4025 mAh, non-removable'",,,"b'Lightening Black, Unicorn White'",b'UFS 2.1',,,,,,,,,,,b'\xc2\xa3\xe2\x80\x89269.90',"b'1, 3, 5, 8, 38, 40, 41'","b'48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF 8 MP, f/2.3, 13mm (ultrawide), 1/4.0"", 1.12\xc2\xb5m 2 MP B/W, f/2.4, 1/5.0"", 1.75\xc2\xb5m 2 MP, f/2.4, (depth)'","b'Fast charging 20W, 50% in 30 min (advertised) VOOC 3.0'",b'CPH2001',,,"b'Glass front (Gorilla Glass 5), plastic back, plastic frame'",b'HDR',,,b'Corning Gorilla Glass 5',,b'1.20 W/kg (head) \xc2\xa0 \xc2\xa0 0.55 W/kg (body)',,,,,,,,b'\xc2\xa3\xe2\x80\x89269.90',,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'oppo',b'Oppo Reno3 Pro 5G',b'https://fdn2.gsmarena.com/vv/bigpic/oppo-reno3-pro-5g-.jpg',b'GSM / CDMA / HSPA / EVDO / LTE / 5G',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A, 5G 3.7/1.6 Gbps'","b'2019, December'","b'Available. Released 2019, December'",b'159.4 x 72.4 x 7.7 mm (6.28 x 2.85 x 0.30 in)',b'171 g (6.03 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'","b'AMOLED, 90Hz, 500 nits (typ)'","b'6.5 inches, 103.5 cm2 (~89.7% screen-to-body ratio)'","b'1080 x 2400 pixels, 20:9 ratio (~402 ppi density)'","b'Android 10, ColorOS 7'",b'Qualcomm SM7250 Snapdragon 765G (7 nm)',b'Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver)',b'Adreno 620',b'No',"b'128GB 8GB RAM, 256GB 12GB RAM'","b'32 MP, f/2.4, 26mm (wide), 1/2.8"", 0.8\xc2\xb5m'","b'Dual-LED flash, HDR, panorama'","b'4K@30fps, 1080p@30/60/120/240fps; gyro-EIS, OIS'",,b'1080p@30fps',"b'Yes, with stereo speakers'",b'No',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.1, A2DP, LE, aptX HD'","b'Yes, with A-GPS, GLONASS, GALILEO, BDS'",b'Yes',b'No',"b'USB Type-C 3.1, USB On-The-Go'","b'Fingerprint (under display, optical), accelerometer, gyro, proximity, compass'","b'Li-Po 4025 mAh, non-removable'",,,"b'Black, White, Starry Night, Sunrise, Classic Blue'",b'CDMA 800 & TD-SCDMA',b'CDMA2000 1xEV-DO',,,,,,,,,b'UFS 2.1',b'$\xe2\x80\x89769.99 / \xe2\x82\xac\xe2\x80\x89791.48',"b'1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 32, 66 - Europe'","b'48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF, OIS 13 MP, f/2.4, 53mm (telephoto), 1/3.4"", 1.0\xc2\xb5m, PDAF, 2x optical zoom 8 MP, f/2.2, 115\xcb\x9a (ultrawide), 1/3.2"", 1.4\xc2\xb5m 2 MP B/W, f/2.4, 1/5.0"", 1.75\xc2\xb5m'","b'Fast charging 30W, 50% in 20 min (advertised) VOOC 4.0'","b'PCRM00, PCRT00, CPH2009'",,,"b'Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame'",b'HDR',,"b'40, 78 SA/NSA - Europe'",b'Corning Gorilla Glass 5',,,b'0.82 W/kg (head) \xc2\xa0 \xc2\xa0 1.29 W/kg (body)',,,,,,,b'$\xe2\x80\x89769.99',,,,,b'AnTuTu: 308231 (v8) GeekBench: 1815 (v5.1) GFXBench: 18fps (ES 3.1 onscreen)',b'Contrast ratio: Infinite (nominal)',b'Photo / Video',b'-25.2 LUFS (Very good)',,b'Endurance rating 100h',,,,,,,,,,,,,,,b'\xe2\x82\xac\xe2\x80\x89791.48',,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'oppo',b'Oppo Reno3 Youth',b'https://fdn2.gsmarena.com/vv/bigpic/oppo-reno3-vitality-edition-pclm50.jpg',b'GSM / CDMA / HSPA / EVDO / LTE / 5G',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A, 5G (1.9 Gbps DL)'","b'2020, February 08'","b'Available. Released 2020, February 14'",b'160.3 x 74.3 x 8 mm (6.31 x 2.93 x 0.31 in)',b'180 g (6.35 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'","b'AMOLED, 430 nits (typ)'","b'6.4 inches, 98.9 cm2 (~83.0% screen-to-body ratio)'","b'1080 x 2400 pixels, 20:9 ratio (~411 ppi density)'","b'Android 10, ColorOS 7'",b'Qualcomm SM7250 Snapdragon 765G (7 nm)',b'Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver)',b'Adreno 620',b'No',b'128GB 8GB RAM',"b'32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8\xc2\xb5m'","b'LED flash, HDR, panorama'","b'4K@30fps, 1080p@30/60/120fps; gyro-EIS, OIS'",,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.1, A2DP, LE, aptX HD'","b'Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS'",b'Yes',b'Unspecified',"b'USB Type-C 3.1, USB On-The-Go'","b'Fingerprint (under display, optical), accelerometer, gyro, proximity, compass'","b'Li-Po 4025 mAh, non-removable'",,,"b'White, Black, Gold'",b'CDMA 800 & TD-SCDMA',b'CDMA2000 1xEV-DO',,,,,,,,,b'UFS 2.1',b'About 400 EUR',"b'1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 34, 38, 39, 40, 41'","b'48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF, OIS 8 MP, f/2.2, 13mm (ultrawide), 1/3.2"", 1.4\xc2\xb5m 2 MP B/W, f/2.4, 1/5.0"", 1.75\xc2\xb5m 2 MP, f/2.4, (depth)'","b'Fast charging 30W, 50% in 20 min (advertised) VOOC 4.0'",b'PCLM50',,,"b'Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame'",b'HDR',,"b'1, 41, 78, 79 SA/NSA'",b'Corning Gorilla Glass 5',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
